,text,review,polarity_score,polarity
1801,jaga jarak kemarin gp ribuan orang desak desakan pak,"['jaga', 'jarak', 'kemarin', 'gp', 'ribuan', 'orang', 'desak', 'desakan', 'pak']",0,positif
1802,alhamdulilah akhirnya saya bisa pulkam tahun ini,"['alhamdulilah', 'akhirnya', 'saya', 'bisa', 'pulkam', 'tahun', 'ini']",0,positif
1803,trmksh banyak iya allah,"['trmksh', 'banyak', 'iya', 'allah']",5,positif
1804,syarat yang mengada ada tidak ada dasar hukumnya bos melanggar ham,"['syarat', 'yang', 'mengada', 'ada', 'tidak', 'ada', 'dasar', 'hukumnya', 'bos', 'melanggar', 'ham']",-13,negatif
1805,mencla mencle,"['mencla', 'mencle']",0,positif
1806,sih tukang berbohong nongolin janji dan janji,"['sih', 'tukang', 'berbohong', 'nongolin', 'janji', 'dan', 'janji']",-6,negatif
1807,harga naik meroket,"['harga', 'naik', 'meroket']",4,positif
1808,alhmdulillah,['alhmdulillah'],0,positif
1809,apabila sudah vaksin kali tetapi belum booster bagaimana,"['apabila', 'sudah', 'vaksin', 'kali', 'tetapi', 'belum', 'booster', 'bagaimana']",1,positif
1810,minyakk bagaimana pak memikirkan mudik puasa saja belumm,"['minyakk', 'bagaimana', 'pak', 'memikirkan', 'mudik', 'puasa', 'saja', 'belumm']",-11,negatif
1811,membingungkan,['membingungkan'],0,positif
1812,tahu tahu pas mau dekat lebaran berubah lagi omongannya,"['tahu', 'tahu', 'pas', 'mau', 'dekat', 'lebaran', 'berubah', 'lagi', 'omongannya']",1,positif
1813,covid bakal melambung karena semakin banyak tes,"['covid', 'bakal', 'melambung', 'karena', 'semakin', 'banyak', 'tes']",-1,negatif
1814,betul sekali ayo bisnis vaksin kalo bikin kayak,"['betul', 'sekali', 'ayo', 'bisnis', 'vaksin', 'kalo', 'bikin', 'kayak']",1,positif
1815,di luar negeri sudah bebas bahkan banyak negara yang tidak percaya covid lah dikita berkutat terus dengan covid enggak percaya covid bahkan diciduk aneh,"['di', 'luar', 'negeri', 'sudah', 'bebas', 'bahkan', 'banyak', 'negara', 'yang', 'tidak', 'percaya', 'covid', 'lah', 'dikita', 'berkutat', 'terus', 'dengan', 'covid', 'enggak', 'percaya', 'covid', 'bahkan', 'diciduk', 'aneh']",-9,negatif
1816,boootuuuulll,['boootuuuulll'],0,positif
1817,leres sangat eta kakak perempuan,"['leres', 'sangat', 'eta', 'kakak', 'perempuan']",-2,negatif
1818,libur cutinya pak di tambah biar enggak capek bolak balik kampung cuma sebentar,"['libur', 'cutinya', 'pak', 'di', 'tambah', 'biar', 'enggak', 'capek', 'bolak', 'balik', 'kampung', 'cuma', 'sebentar']",-4,negatif
1819,lagi baca text iya pak deh,"['lagi', 'baca', 'text', 'iya', 'pak', 'deh']",-1,negatif
1820,kali vaksin kan dosis lengkap booster itu harusnya pilihan memeklah penyakit apa yang vaksinnya kali,"['kali', 'vaksin', 'kan', 'dosis', 'lengkap', 'booster', 'itu', 'harusnya', 'pilihan', 'memeklah', 'penyakit', 'apa', 'yang', 'vaksinnya', 'kali']",-10,negatif
1821,hmmm wow,"['hmmm', 'wow']",0,positif
1822,dengan membaiknya keadaan semoga kita semua bisa lebih khusyu berpuasa,"['dengan', 'membaiknya', 'keadaan', 'semoga', 'kita', 'semua', 'bisa', 'lebih', 'khusyu', 'berpuasa']",-2,negatif
1823,kemarin kumpul di jakarta pawai motor gp pada kerumun enggak apa pak enggak tahu sudah vaksin apa belum,"['kemarin', 'kumpul', 'di', 'jakarta', 'pawai', 'motor', 'gp', 'pada', 'kerumun', 'enggak', 'apa', 'pak', 'enggak', 'tahu', 'sudah', 'vaksin', 'apa', 'belum']",-8,negatif
1824,yang enggak mau vaksin dari awal enggak apa-apa mudiknya ditpt saja dulu iya enggak di kampung,"['yang', 'enggak', 'mau', 'vaksin', 'dari', 'awal', 'enggak', 'apa-apa', 'mudiknya', 'ditpt', 'saja', 'dulu', 'iya', 'enggak', 'di', 'kampung']",-7,negatif
1825,bebassss aku bebassss bisa mudik,"['bebassss', 'aku', 'bebassss', 'bisa', 'mudik']",-2,negatif
1826,yang baru vaksin kali bagaimana pak soalnya jadwal vaksin boster saya baru bulan mei,"['yang', 'baru', 'vaksin', 'kali', 'bagaimana', 'pak', 'soalnya', 'jadwal', 'vaksin', 'boster', 'saya', 'baru', 'bulan', 'mei']",-10,negatif
1827,kasihanlah yang belum booster bagaimana mau mudik kalau syarat wajibnya mesti booster,"['kasihanlah', 'yang', 'belum', 'booster', 'bagaimana', 'mau', 'mudik', 'kalau', 'syarat', 'wajibnya', 'mesti', 'booster']",-8,negatif
1828,mantap,['mantap'],5,positif
1829,motogp hanya diwajibkan vaksin mudik bahkan harus booster kalau misalkan belum waktunya bulan setelah vaksin ke selesai itu kan lucu namanya,"['motogp', 'hanya', 'diwajibkan', 'vaksin', 'mudik', 'bahkan', 'harus', 'booster', 'kalau', 'misalkan', 'belum', 'waktunya', 'bulan', 'setelah', 'vaksin', 'ke', 'selesai', 'itu', 'kan', 'lucu', 'namanya']",-16,negatif
1830,mau vaksin apa enggak kita tetap terawih,"['mau', 'vaksin', 'apa', 'enggak', 'kita', 'tetap', 'terawih']",4,positif
1831,kalau vaksin saja boleh enggak mudik,"['kalau', 'vaksin', 'saja', 'boleh', 'enggak', 'mudik']",-5,negatif
1832,mantap pakde,"['mantap', 'pakde']",5,positif
1833,bosan kakean aturan,"['bosan', 'kakean', 'aturan']",0,positif
1834,keren pak biar ekonomi berjalan lebih baik lagi,"['keren', 'pak', 'biar', 'ekonomi', 'berjalan', 'lebih', 'baik', 'lagi']",-2,negatif
1835,mandalika sukses mengumpulkan jutaan manusia dari segala penjuru mereka tersedot dalam ivent internasional bertemu dan jumpa dengan berbagai suku bahkan bangsa begitu macam macam aturan prokes dikendorkan dan itu sangat membahagiakan sangat lucukan,"['mandalika', 'sukses', 'mengumpulkan', 'jutaan', 'manusia', 'dari', 'segala', 'penjuru', 'mereka', 'tersedot', 'dalam', 'ivent', 'internasional', 'bertemu', 'dan', 'jumpa', 'dengan', 'berbagai', 'suku', 'bahkan', 'bangsa', 'begitu', 'macam', 'macam', 'aturan', 'prokes', 'dikendorkan', 'dan', 'itu', 'sangat', 'membahagiakan', 'sangat', 'lucukan']",9,positif
1836,perasaan kemarin gp mandalika aman saja tahun baru aman natal aman dibali segala upacara aman,"['perasaan', 'kemarin', 'gp', 'mandalika', 'aman', 'saja', 'tahun', 'baru', 'aman', 'natal', 'aman', 'dibali', 'segala', 'upacara', 'aman']",-2,negatif
1837,eneg mual mules tidur lagi,"['eneg', 'mual', 'mules', 'tidur', 'lagi']",-12,negatif
1838,yang belum boster enggak boleh mudik dong,"['yang', 'belum', 'boster', 'enggak', 'boleh', 'mudik', 'dong']",-6,negatif
1839,aslkminsyallah trimakasih was,"['aslkminsyallah', 'trimakasih', 'was']",4,positif
1840,amin sehat indonesia ku sehat bangsa ku,"['amin', 'sehat', 'indonesia', 'ku', 'sehat', 'bangsa', 'ku']",6,positif
1841,yang tidak atau pura puasa dilarang ikut mudik lebaran,"['yang', 'tidak', 'atau', 'pura', 'puasa', 'dilarang', 'ikut', 'mudik', 'lebaran']",-21,negatif
1842,be elah giliran hari raya muslim ada saja sarat nya yang boster lah yang ini lah itu lah,"['be', 'elah', 'giliran', 'hari', 'raya', 'muslim', 'ada', 'saja', 'sarat', 'nya', 'yang', 'boster', 'lah', 'yang', 'ini', 'lah', 'itu', 'lah']",-8,negatif
1843,yang mau ke luar negeri apakah harus di karangtina dulu,"['yang', 'mau', 'ke', 'luar', 'negeri', 'apakah', 'harus', 'di', 'karangtina', 'dulu']",-6,negatif
1844,kalau sudah vaksin dua tapi belum booster lagi mana pak tolong jangan dipersulit kami rakyat kecil pak,"['kalau', 'sudah', 'vaksin', 'dua', 'tapi', 'belum', 'booster', 'lagi', 'mana', 'pak', 'tolong', 'jangan', 'dipersulit', 'kami', 'rakyat', 'kecil', 'pak']",-10,negatif
1845,gasss pakde,"['gasss', 'pakde']",0,positif
1846,tertawa paling itu virus biar banyak orang sakit lagi entar kan kan yang di salahkan rakyat bukan pemerintah,"['tertawa', 'paling', 'itu', 'virus', 'biar', 'banyak', 'orang', 'sakit', 'lagi', 'entar', 'kan', 'kan', 'yang', 'di', 'salahkan', 'rakyat', 'bukan', 'pemerintah']",-15,negatif
1847,alhamdulillah dengan doa dan usaha allah swt qobul kan permohonan hamba nya yang sholeh karena percaya dan yakin semua itu atas ijin nya,"['alhamdulillah', 'dengan', 'doa', 'dan', 'usaha', 'allah', 'swt', 'qobul', 'kan', 'permohonan', 'hamba', 'nya', 'yang', 'sholeh', 'karena', 'percaya', 'dan', 'yakin', 'semua', 'itu', 'atas', 'ijin', 'nya']",-5,negatif
1848,mudik sebelum hari aman kayaknya sebelum hari lebaran,"['mudik', 'sebelum', 'hari', 'aman', 'kayaknya', 'sebelum', 'hari', 'lebaran']",-6,negatif
1849,bangun tidur berbohong lagi habis berbohong berbohong lagi habis berbohong tidur lagi mau bangun hutang lagi habis hutang hutang lagi menambah huttaaang berbohong lagi,"['bangun', 'tidur', 'berbohong', 'lagi', 'habis', 'berbohong', 'berbohong', 'lagi', 'habis', 'berbohong', 'tidur', 'lagi', 'mau', 'bangun', 'hutang', 'lagi', 'habis', 'hutang', 'hutang', 'lagi', 'menambah', 'huttaaang', 'berbohong', 'lagi']",-46,negatif
1850,hati hati mulai cari simpati hati rakyat indonesia misi nya mau perpanjang jabatan soal nya ibu kota baru belum di mulai sayang kan ada cuan nya,"['hati', 'hati', 'mulai', 'cari', 'simpati', 'hati', 'rakyat', 'indonesia', 'misi', 'nya', 'mau', 'perpanjang', 'jabatan', 'soal', 'nya', 'ibu', 'kota', 'baru', 'belum', 'di', 'mulai', 'sayang', 'kan', 'ada', 'cuan', 'nya']",2,positif
1851,alhamdulillah iya allah,"['alhamdulillah', 'iya', 'allah']",10,positif
1852,iya iya lah pak masa bapak saja yang boleh balik kampung kita juga pengin lah blk kampung,"['iya', 'iya', 'lah', 'pak', 'masa', 'bapak', 'saja', 'yang', 'boleh', 'balik', 'kampung', 'kita', 'juga', 'pengin', 'lah', 'blk', 'kampung']",-9,negatif
1853,gara rusia vs negara barat akhirnya hilang ada apa ini,"['gara', 'rusia', 'vs', 'negara', 'barat', 'akhirnya', 'hilang', 'ada', 'apa', 'ini']",-7,negatif
1854,terima kasih apa harta yang paling berharga adalah minyak goreng,"['terima', 'kasih', 'apa', 'harta', 'yang', 'paling', 'berharga', 'adalah', 'minyak', 'goreng']",-3,negatif
1855,rkyat slelalu di persulit padahal hari suci bahagia untuk silahturahmi,"['rkyat', 'slelalu', 'di', 'persulit', 'padahal', 'hari', 'suci', 'bahagia', 'untuk', 'silahturahmi']",6,positif
1856,kalo bisa dipersulit kenapa harus dipermudaah,"['kalo', 'bisa', 'dipersulit', 'kenapa', 'harus', 'dipermudaah']",-5,negatif
1857,mengoceh saja kamu di larang mudik protes di bolehin protes di mata kamu pemerintah enggak ada benernya bukanya bersukur,"['mengoceh', 'saja', 'kamu', 'di', 'larang', 'mudik', 'protes', 'di', 'bolehin', 'protes', 'di', 'mata', 'kamu', 'pemerintah', 'enggak', 'ada', 'benernya', 'bukanya', 'bersukur']",-16,negatif
1858,halo kemana saja selama ini halo mau habis jabatan sok baik halo,"['halo', 'kemana', 'saja', 'selama', 'ini', 'halo', 'mau', 'habis', 'jabatan', 'sok', 'baik', 'halo']",6,positif
1859,alhamdulillah hirobbil alamin,"['alhamdulillah', 'hirobbil', 'alamin']",5,positif
1860,jadi ingat teriakan sebagian orang beberapa hari lalu setelah gelaran motogp akan ppkm lagi karena mau teraweh dan lebaran alhamdulillah khusnudzon,"['jadi', 'ingat', 'teriakan', 'sebagian', 'orang', 'beberapa', 'hari', 'lalu', 'setelah', 'gelaran', 'motogp', 'akan', 'ppkm', 'lagi', 'karena', 'mau', 'teraweh', 'dan', 'lebaran', 'alhamdulillah', 'khusnudzon']",0,positif
1861,enggak percaya kami sama kamu,"['enggak', 'percaya', 'kami', 'sama', 'kamu']",5,positif
1862,tanpa syarat,"['tanpa', 'syarat']",0,positif
1863,semoga keadaan semakin membaik dan sehat sehat selalu buat semua pulkam lancar balik hkng masih harus karantina minggu lebih baik enggak pulkam,"['semoga', 'keadaan', 'semakin', 'membaik', 'dan', 'sehat', 'sehat', 'selalu', 'buat', 'semua', 'pulkam', 'lancar', 'balik', 'hkng', 'masih', 'harus', 'karantina', 'minggu', 'lebih', 'baik', 'enggak', 'pulkam']",0,positif
1864,terserah mu rakyat lelah lihat peraturan kamu,"['terserah', 'mu', 'rakyat', 'lelah', 'lihat', 'peraturan', 'kamu']",1,positif
1865,lebaran tahun kemarin ane juga mudik loss saja kok di jalan sholat ied sholat tarawih juga enggak apa-apa mungkin tergantung aparat daerah masing kebijakan nya,"['lebaran', 'tahun', 'kemarin', 'ane', 'juga', 'mudik', 'loss', 'saja', 'kok', 'di', 'jalan', 'sholat', 'ied', 'sholat', 'tarawih', 'juga', 'enggak', 'apa-apa', 'mungkin', 'tergantung', 'aparat', 'daerah', 'masing', 'kebijakan', 'nya']",6,positif
1866,tetap saja peraturannya kayak tahun kemarin yang deh divaksin non vaksin imbasnya akan membludak pantai utara kawasan lalulintas arus mudik bakal padat merayap lagi dijalan alternatif alias jalan semut,"['tetap', 'saja', 'peraturannya', 'kayak', 'tahun', 'kemarin', 'yang', 'deh', 'divaksin', 'non', 'vaksin', 'imbasnya', 'akan', 'membludak', 'pantai', 'utara', 'kawasan', 'lalulintas', 'arus', 'mudik', 'bakal', 'padat', 'merayap', 'lagi', 'dijalan', 'alternatif', 'alias', 'jalan', 'semut']",-16,negatif
1867,akan kah rakyat kena prank lagi tahun ini,"['akan', 'kah', 'rakyat', 'kena', 'prank', 'lagi', 'tahun', 'ini']",-6,negatif
1868,penting pak harga bahan pokok diturunin harganya mudik juga tenang jangan minyak dimakan mafia di indonesia,"['penting', 'pak', 'harga', 'bahan', 'pokok', 'diturunin', 'harganya', 'mudik', 'juga', 'tenang', 'jangan', 'minyak', 'dimakan', 'mafia', 'di', 'indonesia']",-10,negatif
1869,terserah mengomong apa kok saya sudah enggak pernah percaya deh wkwkw,"['terserah', 'mengomong', 'apa', 'kok', 'saya', 'sudah', 'enggak', 'pernah', 'percaya', 'deh', 'wkwkw']",-6,negatif
1870,bodo manatan lah,"['bodo', 'manatan', 'lah']",-5,negatif
1871,yes bisa pulkam,"['yes', 'bisa', 'pulkam']",3,positif
1872,kemarin gp enggak ada aturan pak,"['kemarin', 'gp', 'enggak', 'ada', 'aturan', 'pak']",1,positif
1873,bandara palangka raya sudah vaksin apa masih tes vcr antigen di kasih informasi maseeeh,"['bandara', 'palangka', 'raya', 'sudah', 'vaksin', 'apa', 'masih', 'tes', 'vcr', 'antigen', 'di', 'kasih', 'informasi', 'maseeeh']",-2,negatif
1874,yes akhirnya mudik,"['yes', 'akhirnya', 'mudik']",0,positif
1875,siapa yang sudah mulai bosan dengan peraturan negeri ini,"['siapa', 'yang', 'sudah', 'mulai', 'bosan', 'dengan', 'peraturan', 'negeri', 'ini']",-4,negatif
1876,iya balik lagi ke diri masing pas balik mudik tetap pakai masker selalu cuci tangan simple kalo mau membludak iya itu namanya suasana mudik,"['iya', 'balik', 'lagi', 'ke', 'diri', 'masing', 'pas', 'balik', 'mudik', 'tetap', 'pakai', 'masker', 'selalu', 'cuci', 'tangan', 'simple', 'kalo', 'mau', 'membludak', 'iya', 'itu', 'namanya', 'suasana', 'mudik']",0,positif
1877,vaksin booster memang nya booster mau berapa kali pak bukan nya booster vaksin ke iya apa beda lagi masayrakat mau di vaksin terus menerus kah,"['vaksin', 'booster', 'memang', 'nya', 'booster', 'mau', 'berapa', 'kali', 'pak', 'bukan', 'nya', 'booster', 'vaksin', 'ke', 'iya', 'apa', 'beda', 'lagi', 'masayrakat', 'mau', 'di', 'vaksin', 'terus', 'menerus', 'kah']",-1,negatif
1878,mudiiikk,['mudiiikk'],0,positif
1879,moto gp lancar berdesakan beberapa enggak memakai masker vaksin boster,"['moto', 'gp', 'lancar', 'berdesakan', 'beberapa', 'enggak', 'memakai', 'masker', 'vaksin', 'boster']",-1,negatif
1880,gue belum vaksin sekali pun,"['gue', 'belum', 'vaksin', 'sekali', 'pun']",-4,negatif
1881,enggak bolehin pun kami pulang lelah dengan peraturan dua tahun lebih sabar terus capek,"['enggak', 'bolehin', 'pun', 'kami', 'pulang', 'lelah', 'dengan', 'peraturan', 'dua', 'tahun', 'lebih', 'sabar', 'terus', 'capek']",2,positif
1882,saya vaksin bukanya imun kuat malahan makin lemah buktinya dari vaksin pertama katanya menambah imun nyatanya enggak juga menambah kuat imunya di suruh menambah lagi vaksin kedua sama saja imunya enggak menambah kuat ini lagi katanya kalau menambah vaksin lagi ke katanya makin kuat bearti selama ini vaksin enggak menambah imun ada temanku enggak vaksin sama sekali sehat saja ternyata selama ini vaksin dan unfaedah dan masih enggak boleh mudik naik tranportasi umum,"['saya', 'vaksin', 'bukanya', 'imun', 'kuat', 'malahan', 'makin', 'lemah', 'buktinya', 'dari', 'vaksin', 'pertama', 'katanya', 'menambah', 'imun', 'nyatanya', 'enggak', 'juga', 'menambah', 'kuat', 'imunya', 'di', 'suruh', 'menambah', 'lagi', 'vaksin', 'kedua', 'sama', 'saja', 'imunya', 'enggak', 'menambah', 'kuat', 'ini', 'lagi', 'katanya', 'kalau', 'menambah', 'vaksin', 'lagi', 'ke', 'katanya', 'makin', 'kuat', 'bearti', 'selama', 'ini', 'vaksin', 'enggak', 'menambah', 'imun', 'ada', 'temanku', 'enggak', 'vaksin', 'sama', 'sekali', 'sehat', 'saja', 'ternyata', 'selama', 'ini', 'vaksin', 'dan', 'unfaedah', 'dan', 'masih', 'enggak', 'boleh', 'mudik', 'naik', 'tranportasi', 'umum']",2,positif
1883,alhamdulillah trimakasih bapak president joko widodo love,"['alhamdulillah', 'trimakasih', 'bapak', 'president', 'joko', 'widodo', 'love']",11,positif
1884,waktu moto gp corona hilang iya pak enggak perlu booster,"['waktu', 'moto', 'gp', 'corona', 'hilang', 'iya', 'pak', 'enggak', 'perlu', 'booster']",1,positif
1885,semoga bukan prank,"['semoga', 'bukan', 'prank']",-3,negatif
1886,lanjutkan pak deh,"['lanjutkan', 'pak', 'deh']",1,positif
1887,satu booster,"['satu', 'booster']",2,positif
1888,saya belum vaksin sama sekali alhamdulillah masih diberi kesehatan dan umur panjang tapi kemarin konvoi pembalap dan moto gp ramai banget pak apa enggak melanggar prokes,"['saya', 'belum', 'vaksin', 'sama', 'sekali', 'alhamdulillah', 'masih', 'diberi', 'kesehatan', 'dan', 'umur', 'panjang', 'tapi', 'kemarin', 'konvoi', 'pembalap', 'dan', 'moto', 'gp', 'ramai', 'banget', 'pak', 'apa', 'enggak', 'melanggar', 'prokes']",-1,negatif
1889,mengira kali vaksin ternyata harus boster juga pertanya an boster saja penerimanya belum merata singkat saja kenapa kali vaksin enggak perlu boster boster belakanganya,"['mengira', 'kali', 'vaksin', 'ternyata', 'harus', 'boster', 'juga', 'pertanya', 'an', 'boster', 'saja', 'penerimanya', 'belum', 'merata', 'singkat', 'saja', 'kenapa', 'kali', 'vaksin', 'enggak', 'perlu', 'boster', 'boster', 'belakanganya']",-11,negatif
1890,gara gara korona hilang jadi tarawehan lagi coba kalau ppkm enak enggak tawarehan,"['gara', 'gara', 'korona', 'hilang', 'jadi', 'tarawehan', 'lagi', 'coba', 'kalau', 'ppkm', 'enak', 'enggak', 'tawarehan']",-12,negatif
1891,apakah kali vaksin saja belum boster boleh mohon penjelasanya atau harus kali boster,"['apakah', 'kali', 'vaksin', 'saja', 'belum', 'boster', 'boleh', 'mohon', 'penjelasanya', 'atau', 'harus', 'kali', 'boster']",-6,negatif
1892,syarat terakhir bpjs,"['syarat', 'terakhir', 'bpjs']",0,positif
1893,ya semoga enggak nge prank pak deh kayak tahun sebelumnya akhir nya di larang,"['ya', 'semoga', 'enggak', 'nge', 'prank', 'pak', 'deh', 'kayak', 'tahun', 'sebelumnya', 'akhir', 'nya', 'di', 'larang']",-2,negatif
1894,enggak perlu banyak cincong jok rakyat sudah lelah dengan semua sandiwaramu,"['enggak', 'perlu', 'banyak', 'cincong', 'jok', 'rakyat', 'sudah', 'lelah', 'dengan', 'semua', 'sandiwaramu']",-4,negatif
1895,tidak vaksin booster sama dengan vaksin ke,"['tidak', 'vaksin', 'booster', 'sama', 'dengan', 'vaksin', 'ke']",-2,negatif
1896,setidaknya mudik tahun ini diberikan restu oleh pemerintah sehingga mudik terasa lebih menyenangkan tanpa perlu cemas berlebihan di perjalanan,"['setidaknya', 'mudik', 'tahun', 'ini', 'diberikan', 'restu', 'oleh', 'pemerintah', 'sehingga', 'mudik', 'terasa', 'lebih', 'menyenangkan', 'tanpa', 'perlu', 'cemas', 'berlebihan', 'di', 'perjalanan']",-5,negatif
1897,vaksin bukan buat imun pak kalau mau imun kuat iya dari asupan dan gaya hidup sehat,"['vaksin', 'bukan', 'buat', 'imun', 'pak', 'kalau', 'mau', 'imun', 'kuat', 'iya', 'dari', 'asupan', 'dan', 'gaya', 'hidup', 'sehat']",-2,negatif
1898,brti selama ini kamu makan pikiran kamu pasti bergizi kan enggak semua makanan bergizi jadi perlu makan sayur daging buah seimbang atau kamu berpikir gue tidur jam saja cukup sehari selama ini ok saja begitu kan maksudnya iya itu kalau kamu masih muda dan bugar orang yang sering ngym saja enggak olahraga minggu saja bisa kerasa enggak enak,"['brti', 'selama', 'ini', 'kamu', 'makan', 'pikiran', 'kamu', 'pasti', 'bergizi', 'kan', 'enggak', 'semua', 'makanan', 'bergizi', 'jadi', 'perlu', 'makan', 'sayur', 'daging', 'buah', 'seimbang', 'atau', 'kamu', 'berpikir', 'gue', 'tidur', 'jam', 'saja', 'cukup', 'sehari', 'selama', 'ini', 'ok', 'saja', 'begitu', 'kan', 'maksudnya', 'iya', 'itu', 'kalau', 'kamu', 'masih', 'muda', 'dan', 'bugar', 'orang', 'yang', 'sering', 'ngym', 'saja', 'enggak', 'olahraga', 'minggu', 'saja', 'bisa', 'kerasa', 'enggak', 'enak']",-13,negatif
1899,munaya saja kalau bukan buat imun lalu untuk opo,"['munaya', 'saja', 'kalau', 'bukan', 'buat', 'imun', 'lalu', 'untuk', 'opo']",-3,negatif
1900,fungsi vaksin ternyata untuk syarat syarat untuk mudik syarat untuk masuk mall syarat untuk naik tranportasi umum,"['fungsi', 'vaksin', 'ternyata', 'untuk', 'syarat', 'syarat', 'untuk', 'mudik', 'syarat', 'untuk', 'masuk', 'mall', 'syarat', 'untuk', 'naik', 'tranportasi', 'umum']",-4,negatif
1901,cerdas,['cerdas'],0,positif
1902,rudy susanto,"['rudy', 'susanto']",0,positif
1903,udin hazzart buat meramaikan dunia per covitan,"['udin', 'hazzart', 'buat', 'meramaikan', 'dunia', 'per', 'covitan']",0,positif
1904,udin hazzart booster mrna spike protein autoimmune aids key pfizer side effect release fda,"['udin', 'hazzart', 'booster', 'mrna', 'spike', 'protein', 'autoimmune', 'aids', 'key', 'pfizer', 'side', 'effect', 'release', 'fda']",0,positif
1905,alhamdulillah semoga kita semua selalu diberikan kesehatan dan usia panjang yang barokah amin yra,"['alhamdulillah', 'semoga', 'kita', 'semua', 'selalu', 'diberikan', 'kesehatan', 'dan', 'usia', 'panjang', 'yang', 'barokah', 'amin', 'yra']",-1,negatif
1906,boleh boleh naik bus saja makanya enggak vksin juga boleh,"['boleh', 'boleh', 'naik', 'bus', 'saja', 'makanya', 'enggak', 'vksin', 'juga', 'boleh']",4,positif
1907,maksudnya bagaimana nih kalau belum booster enggak boleh mudik begitu,"['maksudnya', 'bagaimana', 'nih', 'kalau', 'belum', 'booster', 'enggak', 'boleh', 'mudik', 'begitu']",-3,negatif
1908,alhamdulillah pak,"['alhamdulillah', 'pak']",5,positif
1909,ora mengurus boster tidak penting boster yang penting aku mudik bodo amat,"['ora', 'mengurus', 'boster', 'tidak', 'penting', 'boster', 'yang', 'penting', 'aku', 'mudik', 'bodo', 'amat']",-18,negatif
1910,kalau ada efek samping setelah vaksin itu lapor nya kemana sih jika ada gejala yang harus di tangani secara medis kita di kena kan biaya atau biaya di tanggung sendiri serius bertanya,"['kalau', 'ada', 'efek', 'samping', 'setelah', 'vaksin', 'itu', 'lapor', 'nya', 'kemana', 'sih', 'jika', 'ada', 'gejala', 'yang', 'harus', 'di', 'tangani', 'secara', 'medis', 'kita', 'di', 'kena', 'kan', 'biaya', 'atau', 'biaya', 'di', 'tanggung', 'sendiri', 'serius', 'bertanya']",-21,negatif
1911,giliran lebaran saja syarattan kemarin enggak ada,"['giliran', 'lebaran', 'saja', 'syarattan', 'kemarin', 'enggak', 'ada']",1,positif
1912,kalah baru vaksin dosis ke bisa kah atau harus booster,"['kalah', 'baru', 'vaksin', 'dosis', 'ke', 'bisa', 'kah', 'atau', 'harus', 'booster']",-9,negatif
1913,amin yarobbal alamiin,"['amin', 'yarobbal', 'alamiin']",0,positif
1914,seharusnya jangan tergesa gesa bagus nya berlakukan lockdown dulu sebelum corona benar benar hilang,"['seharusnya', 'jangan', 'tergesa', 'gesa', 'bagus', 'nya', 'berlakukan', 'lockdown', 'dulu', 'sebelum', 'corona', 'benar', 'benar', 'hilang']",-10,negatif
1915,kalau sudah vaksin dan booster kenapa kok masih harus pakai masker ya,"['kalau', 'sudah', 'vaksin', 'dan', 'booster', 'kenapa', 'kok', 'masih', 'harus', 'pakai', 'masker', 'ya']",-1,negatif
1916,arep mengomong opo sak karepmu nek nglihatnya malas ndenger suaranya,"['arep', 'mengomong', 'opo', 'sak', 'karepmu', 'nek', 'nglihatnya', 'malas', 'ndenger', 'suaranya']",-4,negatif
1917,tanpa dsuruh pun kami juga pasti mudik lebaran yang harus diurus itu migor yang mahal dinegeri sawit,"['tanpa', 'dsuruh', 'pun', 'kami', 'juga', 'pasti', 'mudik', 'lebaran', 'yang', 'harus', 'diurus', 'itu', 'migor', 'yang', 'mahal', 'dinegeri', 'sawit']",-19,negatif
1918,alhmdlh iya allah akhirnya bisa mudik semoga kebijakan ini tidak berubah lagi amien iya allah,"['alhmdlh', 'iya', 'allah', 'akhirnya', 'bisa', 'mudik', 'semoga', 'kebijakan', 'ini', 'tidak', 'berubah', 'lagi', 'amien', 'iya', 'allah']",2,positif
1919,hhhhhhhhh lucu negeri ku negara lain sudah enggak ada yang giniaaniaaaan,"['hhhhhhhhh', 'lucu', 'negeri', 'ku', 'negara', 'lain', 'sudah', 'enggak', 'ada', 'yang', 'giniaaniaaaan']",-6,negatif
1920,sholat pakai syarat vaksin heloo pak rika waras,"['sholat', 'pakai', 'syarat', 'vaksin', 'heloo', 'pak', 'rika', 'waras']",4,positif
1921,alhamdulillah bisa balek dari negara tetangga salam pmi brunei darussalam from batam,"['alhamdulillah', 'bisa', 'balek', 'dari', 'negara', 'tetangga', 'salam', 'pmi', 'brunei', 'darussalam', 'from', 'batam']",2,positif
1922,hahahaha minyak minyak covid bae di urus enggak becus kerja,"['hahahaha', 'minyak', 'minyak', 'covid', 'bae', 'di', 'urus', 'enggak', 'becus', 'kerja']",-1,negatif
1923,aku vaksin moderna piye iki harus cus nih boster,"['aku', 'vaksin', 'moderna', 'piye', 'iki', 'harus', 'cus', 'nih', 'boster']",-7,negatif
1924,terserah lah lebaran tahun ini sudah jadi yatim hmm,"['terserah', 'lah', 'lebaran', 'tahun', 'ini', 'sudah', 'jadi', 'yatim', 'hmm']",-3,negatif
1925,terimakasih bp president,"['terimakasih', 'bp', 'president']",5,positif
1926,lah terus seng enggak vaksin enggak oleh mudik ngono,"['lah', 'terus', 'seng', 'enggak', 'vaksin', 'enggak', 'oleh', 'mudik', 'ngono']",-3,negatif
